Unnamed: 0,A,D,F,H,N,S,fileName,numResponses,agreement,emoVote,meanEmoResp,meanAngerResp,meanDisgustResp,meanFearResp,meanHappyResp,meanNeutralResp,meanSadResp,medianEmoResp,meanEmoRespNorm,meanAngerRespNorm,meanDisgustRespNorm,meanFearRespNorm,meanHappyRespNorm,meanNeutralRespNorm,meanSadRespNorm,medianEmoRespNorm
200300,0,3,1,0,2,5,1004_ITH_SAD_XX,11,0.45454545454545503,S,46.454545454545496,-1.0,35.3333333333333,65.0,-1.0,53.0,46.8,45.0,33.4561071358107,-1.0,15.522738909835699,55.6962025316456,-1.0,28.0898876404494,41.9145967903732,31.1688311688312
200301,7,2,1,0,1,0,1004_ITH_ANG_XX,11,0.6363636363636359,A,57.1818181818182,55.428571428571395,62.0,94.0,-1.0,23.0,-1.0,58.0,51.7967505193859,51.7786441215639,48.794567062818295,92.8571428571429,-1.0,16.867469879518097,-1.0,42.3913043478261
200302,1,1,4,0,4,1,1004_ITH_FEA_XX,11,0.36363636363636404,F:N,58.636363636363605,36.0,38.0,78.25,-1.0,49.25,61.0,61.0,51.563317804446605,28.888888888888896,27.058823529411804,67.6649413054696,-1.0,47.4890267040821,50.6329113924051,50.6329113924051
200303,0,8,1,0,0,2,1004_ITH_DIS_XX,11,0.7272727272727271,D,60.1818181818182,-1.0,55.75,49.0,-1.0,-1.0,83.5,63.0,56.63381975618589,-1.0,52.698032777000506,32.0,-1.0,-1.0,84.6938775510204,61.4035087719298
200304,1,1,0,0,6,3,1004_DFA_NEU_XX,11,0.545454545454545,N,60.7272727272727,55.0,53.0,-1.0,-1.0,66.0,54.6666666666667,57.0,56.0984123874759,46.15384615384621,36.9230769230769,-1.0,-1.0,61.8317684910285,54.338334079713405,47.5609756097561
200305,0,0,0,11,0,0,1004_DFA_HAP_XX,11,1.0,H,90.3636363636364,-1.0,-1.0,-1.0,90.3636363636364,-1.0,-1.0,96.0,90.15872214410591,-1.0,-1.0,-1.0,90.15872214410591,-1.0,-1.0,97.01492537313429
200335,0,0,0,0,11,0,1005_IEO_ANG_LO,11,1.0,N,76.2727272727273,-1.0,-1.0,-1.0,-1.0,76.2727272727273,-1.0,84.0,74.31415756926219,-1.0,-1.0,-1.0,-1.0,74.31415756926219,-1.0,85.71428571428571
200349,3,8,0,0,0,0,1005_TIE_DIS_XX,11,0.7272727272727271,D,54.0,31.6666666666667,62.375,-1.0,-1.0,-1.0,-1.0,51.0,47.3346793859524,18.6681643132221,58.0846225382263,-1.0,-1.0,-1.0,-1.0,42.2535211267606
200387,0,0,0,9,2,0,1005_DFA_HAP_XX,11,0.818181818181818,H,77.0909090909091,-1.0,-1.0,-1.0,85.1111111111111,41.0,-1.0,83.0,76.0288925929853,-1.0,-1.0,-1.0,82.6636767277556,46.172363986519,-1.0,81.72043010752691
200388,0,0,3,0,7,1,1005_DFA_SAD_XX,11,0.6363636363636359,N,67.7272727272727,-1.0,-1.0,46.0,-1.0,79.71428571428571,49.0,70.0,63.33506466350921,-1.0,-1.0,34.5993479752917,-1.0,79.4541152304618,36.7088607594937,69.6969696969697
200403,1,7,1,0,2,0,1005_TSI_DIS_XX,11,0.6363636363636359,D,57.2727272727273,66.0,61.71428571428571,43.0,-1.0,44.5,-1.0,56.0,53.072426600441204,60.0,60.5345186725265,19.047619047618998,-1.0,40.503721424774106,-1.0,48.684210526315795
200404,0,2,0,0,9,0,1005_WSI_NEU_XX,11,0.818181818181818,N,74.7272727272727,-1.0,74.0,-1.0,-1.0,74.8888888888889,-1.0,77.0,72.767577567613,-1.0,70.2275413711584,-1.0,-1.0,73.33203005571409,-1.0,74.28571428571429
200414,1,1,0,0,5,4,1006_IEO_SAD_LO,11,0.45454545454545503,N,51.9090909090909,17.0,33.0,-1.0,-1.0,61.6,53.25,47.0,51.5288713088241,4.597701149425291,35.2941176470588,-1.0,-1.0,67.1623928295593,47.77845036319611,50.7246376811594
200417,0,1,0,0,8,2,1006_IEO_ANG_LO,11,0.7272727272727271,N,55.7272727272727,-1.0,10.0,-1.0,-1.0,67.125,33.0,61.0,50.1343937919244,-1.0,3.2258064516129,-1.0,-1.0,61.717049528412105,27.258064516128997,53.9473684210526
200431,0,6,0,0,0,5,1006_TIE_DIS_XX,11,0.545454545454545,D,71.3636363636364,-1.0,73.6666666666667,-1.0,-1.0,-1.0,68.6,74.0,68.7548727595897,-1.0,74.6053439093389,-1.0,-1.0,-1.0,61.7343073798907,70.7317073170732
200432,0,1,0,0,9,1,1006_IOM_NEU_XX,11,0.818181818181818,N,80.9090909090909,-1.0,23.0,-1.0,-1.0,85.6666666666667,96.0,89.0,79.2545668965344,-1.0,11.4942528735632,-1.0,-1.0,84.9834930593077,95.4545454545455,90.3614457831325
200438,0,0,1,1,8,1,1006_IWW_NEU_XX,11,0.7272727272727271,N,51.2727272727273,-1.0,-1.0,43.0,16.0,58.75,35.0,44.0,49.167576650243795,-1.0,-1.0,21.7391304347826,19.2307692307692,59.11339391903729,26.9662921348315,45.5882352941177
200442,0,1,6,0,2,2,1006_IWW_FEA_XX,11,0.545454545454545,F,60.363636363636395,-1.0,65.0,46.3333333333333,-1.0,100.0,60.5,59.0,56.5761169920703,-1.0,44.4444444444444,45.5069319371939,-1.0,100.0,52.4256254225828,53.6231884057971
200443,0,11,0,0,0,0,1006_IWW_DIS_XX,11,1.0,D,72.0909090909091,-1.0,72.0909090909091,-1.0,-1.0,-1.0,-1.0,73.0,71.8998466732356,-1.0,71.8998466732356,-1.0,-1.0,-1.0,-1.0,69.3181818181818
200454,0,0,11,0,0,0,1006_MTI_FEA_XX,11,1.0,F,63.0,-1.0,-1.0,63.0,-1.0,-1.0,-1.0,63.0,,-1.0,-1.0,,-1.0,-1.0,-1.0,
200455,0,10,0,0,0,1,1006_MTI_DIS_XX,11,0.9090909090909091,D,73.4545454545455,-1.0,74.1,-1.0,-1.0,-1.0,67.0,79.0,70.956934931834,-1.0,73.418482083554,-1.0,-1.0,-1.0,46.341463414634106,75.2941176470588
200529,3,2,2,1,3,0,1007_TAI_ANG_XX,11,0.272727272727273,A:N,51.545454545454504,66.0,21.5,28.5,21.0,82.6666666666667,-1.0,39.0,46.0753448963747,66.8092293598992,17.3913043478261,30.375021211607,14.9425287356322,65.3086419753086,-1.0,34.7826086956522
200533,0,0,0,10,1,0,1007_MTI_HAP_XX,11,0.9090909090909091,H,65.6363636363636,-1.0,-1.0,-1.0,62.5,97.0,-1.0,63.0,62.4669275821061,-1.0,-1.0,-1.0,59.070763197459605,96.42857142857142,-1.0,57.7319587628866
200537,0,5,1,0,0,5,1007_MTI_DIS_XX,11,0.45454545454545503,D:S,64.7272727272727,-1.0,62.6,35.0,-1.0,-1.0,72.8,62.0,56.6870850786699,-1.0,54.6110228093973,29.3103448275862,-1.0,-1.0,64.23849539815929,51.578947368421
200538,0,3,1,0,7,0,1007_IWL_NEU_XX,11,0.6363636363636359,N,60.7272727272727,-1.0,56.0,63.0,-1.0,62.428571428571395,-1.0,60.0,57.086116289281705,-1.0,44.4254570349689,89.7959183673469,-1.0,57.839284244263496,-1.0,53.658536585365894
200539,0,0,0,11,0,0,1007_IWL_HAP_XX,11,1.0,H,79.9090909090909,-1.0,-1.0,-1.0,79.9090909090909,-1.0,-1.0,79.0,81.2897328929635,-1.0,-1.0,-1.0,81.2897328929635,-1.0,-1.0,84.6153846153846
200540,2,2,1,0,1,5,1007_IWL_SAD_XX,11,0.45454545454545503,S,54.2727272727273,43.0,73.5,35.0,-1.0,67.0,52.4,50.0,48.7562583383286,32.368006304176504,67.77323799795711,32.6086956521739,-1.0,72.7272727272727,46.14007694757999,46.5753424657534
200543,0,7,3,0,0,1,1007_IWL_DIS_XX,11,0.6363636363636359,D,65.6363636363636,-1.0,63.571428571428605,77.6666666666667,-1.0,-1.0,44.0,65.0,60.5932351873662,-1.0,58.85724760855129,70.7675438596491,-1.0,-1.0,42.22222222222221,58.5365853658537
200545,0,0,0,10,0,1,1007_ITH_HAP_XX,11,0.9090909090909091,H,64.4545454545455,-1.0,-1.0,-1.0,67.7,-1.0,32.0,67.0,61.6860961947108,-1.0,-1.0,-1.0,65.4951552523841,-1.0,23.5955056179775,65.67164179104479
200547,0,6,0,0,2,3,1007_ITH_ANG_XX,11,0.545454545454545,D,55.7272727272727,-1.0,61.8333333333333,-1.0,-1.0,42.0,52.6666666666667,55.0,53.9594901042716,-1.0,64.5662099200235,-1.0,-1.0,36.484701738939,44.3959093829895,50.0
200549,0,8,2,0,0,1,1007_ITH_DIS_XX,11,0.7272727272727271,D,74.2727272727273,-1.0,69.875,79.0,-1.0,-1.0,100.0,79.0,68.9483732824564,-1.0,66.30370452611301,64.0012349490584,-1.0,-1.0,100.0,78.494623655914
200550,0,0,0,0,9,2,1007_DFA_NEU_XX,11,0.818181818181818,N,71.2727272727273,-1.0,-1.0,-1.0,-1.0,72.8888888888889,64.0,66.0,62.9165423121173,-1.0,-1.0,-1.0,-1.0,62.5736718349302,64.4594594594595,60.0
200551,0,0,0,10,1,0,1007_DFA_HAP_XX,11,0.9090909090909091,H,71.8181818181818,-1.0,-1.0,-1.0,77.2,18.0,-1.0,79.0,70.7082005752918,-1.0,-1.0,-1.0,75.06715622604129,27.118644067796602,-1.0,84.0
200553,11,0,0,0,0,0,1007_DFA_ANG_XX,11,1.0,A,70.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,66.1411884959984,66.1411884959984,-1.0,-1.0,-1.0,-1.0,-1.0,66.6666666666667
200554,0,2,2,0,0,7,1007_DFA_FEA_XX,11,0.6363636363636359,S,68.6363636363636,-1.0,62.5,64.5,-1.0,-1.0,71.5714285714286,70.0,60.4756875071571,-1.0,58.2067510548523,58.5662114957129,-1.0,-1.0,61.6695196396568,56.7567567567568
200584,4,1,5,0,0,1,1008_IEO_FEA_LO,11,0.45454545454545503,F,60.9090909090909,57.25,45.0,68.8,-1.0,-1.0,52.0,60.0,56.4654890945255,51.3896589911885,37.5,68.3396215422781,-1.0,-1.0,36.363636363636395,61.3333333333333
200598,0,0,6,0,0,5,1008_IOM_SAD_XX,11,0.545454545454545,F,56.8181818181818,-1.0,-1.0,52.8333333333333,-1.0,-1.0,61.6,50.0,52.1061102061053,-1.0,-1.0,46.358220092938204,-1.0,-1.0,59.0035783419059,42.6666666666667
200637,4,5,1,0,0,1,1008_DFA_DIS_XX,11,0.45454545454545503,D,66.0,73.75,54.0,77.0,-1.0,-1.0,84.0,67.0,62.431489511611396,65.4611212507234,50.911230988796206,76.5957446808511,-1.0,-1.0,93.75,65.979381443299
200652,0,0,0,11,0,0,1009_IEO_HAP_MD,11,1.0,H,76.5454545454545,-1.0,-1.0,-1.0,76.5454545454545,-1.0,-1.0,79.0,76.2816245692823,-1.0,-1.0,-1.0,76.2816245692823,-1.0,-1.0,84.0909090909091
200653,0,0,0,10,1,0,1009_IEO_HAP_HI,11,0.9090909090909091,H,79.2727272727273,-1.0,-1.0,-1.0,81.4,58.0,-1.0,86.0,78.3054777372446,-1.0,-1.0,-1.0,81.4983443515488,46.3768115942029,-1.0,85.3658536585366
200663,1,5,3,0,0,2,1009_IEO_DIS_LO,11,0.45454545454545503,D,62.545454545454504,46.0,56.2,63.6666666666667,-1.0,-1.0,85.0,64.0,64.5240833829166,50.5882352941177,57.964254067608096,68.2970419552129,-1.0,-1.0,82.2321428571429,62.3655913978495
200666,0,0,1,2,7,1,1009_TIE_NEU_XX,11,0.6363636363636359,N,63.8181818181818,-1.0,-1.0,68.0,49.5,66.5714285714286,69.0,64.0,57.8234017137662,-1.0,-1.0,65.8823529411765,35.3333333333333,62.3447373069067,63.0952380952381,60.0
200680,0,1,4,0,6,0,1009_IWW_SAD_XX,11,0.545454545454545,N,63.0909090909091,-1.0,100.0,53.75,-1.0,63.1666666666667,-1.0,58.0,58.1260695491069,-1.0,100.0,45.2818213640927,-1.0,59.7099132639676,-1.0,58.024691358024704
200681,9,2,0,0,0,0,1009_IWW_ANG_XX,11,0.818181818181818,A,78.6363636363636,76.55555555555559,88.0,-1.0,-1.0,-1.0,-1.0,82.0,75.7700198515794,73.56370250891491,85.69844789356979,-1.0,-1.0,-1.0,-1.0,78.3505154639175
200687,8,0,3,0,0,0,1009_TAI_ANG_XX,11,0.7272727272727271,A,58.0,56.375,-1.0,62.3333333333333,-1.0,-1.0,-1.0,49.0,56.869149138676796,56.9251113568531,-1.0,56.7199165568731,-1.0,-1.0,-1.0,62.318840579710105
200691,0,0,0,11,0,0,1009_IWL_HAP_XX,11,1.0,H,77.7272727272727,-1.0,-1.0,-1.0,77.7272727272727,-1.0,-1.0,84.0,75.854739247707,-1.0,-1.0,-1.0,75.854739247707,-1.0,-1.0,83.8709677419355
200692,0,1,1,0,0,9,1009_IWL_SAD_XX,11,0.818181818181818,S,48.8181818181818,-1.0,38.0,57.0,-1.0,-1.0,49.1111111111111,56.0,44.732690220723,-1.0,33.3333333333333,51.685393258427,-1.0,-1.0,45.226762870688106,51.685393258427
200703,0,0,0,11,0,0,1009_DFA_HAP_XX,11,1.0,H,73.4545454545455,-1.0,-1.0,-1.0,73.4545454545455,-1.0,-1.0,78.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,
200704,0,0,0,0,1,10,1009_DFA_SAD_XX,11,0.9090909090909091,S,52.636363636363605,-1.0,-1.0,-1.0,-1.0,47.0,53.2,58.0,47.8369503901155,-1.0,-1.0,-1.0,-1.0,38.8235294117647,48.7382924879506,53.846153846153896
200763,9,1,0,0,0,1,1010_TAI_ANG_XX,11,0.818181818181818,A,56.0,55.0,66.0,-1.0,-1.0,-1.0,55.0,59.0,48.256573304403105,48.510479124493294,65.6565656565657,-1.0,-1.0,-1.0,28.571428571428598,53.4883720930233
200777,0,2,0,0,0,9,1010_IWL_DIS_XX,11,0.818181818181818,S,84.7272727272727,-1.0,94.5,-1.0,-1.0,-1.0,82.55555555555559,83.0,83.2178162891829,-1.0,95.0,-1.0,-1.0,-1.0,80.5995532423347,84.14634146341459
200778,0,0,0,0,11,0,1010_ITH_NEU_XX,11,1.0,N,69.5454545454545,-1.0,-1.0,-1.0,-1.0,69.5454545454545,-1.0,67.0,66.8590226768424,-1.0,-1.0,-1.0,-1.0,66.8590226768424,-1.0,66.26506024096389
200779,0,0,0,11,0,0,1010_ITH_HAP_XX,11,1.0,H,73.2727272727273,-1.0,-1.0,-1.0,73.2727272727273,-1.0,-1.0,77.0,71.7883275073627,-1.0,-1.0,-1.0,71.7883275073627,-1.0,-1.0,76.9230769230769
200786,0,0,0,0,11,0,1010_DFA_SAD_XX,11,1.0,N,61.0909090909091,-1.0,-1.0,-1.0,-1.0,61.0909090909091,-1.0,53.0,57.3850134374586,-1.0,-1.0,-1.0,-1.0,57.3850134374586,-1.0,57.1428571428571
200788,2,0,1,0,5,3,1010_DFA_FEA_XX,11,0.45454545454545503,N,48.1818181818182,35.0,-1.0,55.0,-1.0,66.4,24.3333333333333,50.0,40.3651198607117,19.009009009009,-1.0,53.846153846153896,-1.0,62.489252850143096,13.235294117647099,43.4782608695652
200789,0,10,0,0,1,0,1010_DFA_DIS_XX,11,0.9090909090909091,D,64.6363636363636,-1.0,65.2,-1.0,-1.0,59.0,-1.0,68.0,62.3210919727532,-1.0,62.7350193518467,-1.0,-1.0,58.1818181818182,-1.0,64.28571428571429
200792,0,0,1,0,10,0,1010_ITS_SAD_XX,11,0.9090909090909091,N,72.0909090909091,-1.0,-1.0,17.0,-1.0,77.6,-1.0,83.0,69.6282389339609,-1.0,-1.0,10.752688172043,-1.0,75.5157940101527,-1.0,89.2857142857143
200793,7,3,0,0,1,0,1010_ITS_ANG_XX,11,0.6363636363636359,A,72.0,70.4285714285714,69.0,-1.0,-1.0,92.0,-1.0,71.0,65.6919897712494,64.4388288855596,59.873631121878006,-1.0,-1.0,91.91919191919192,-1.0,62.8205128205128
200794,8,0,0,1,1,1,1010_ITS_FEA_XX,11,0.7272727272727271,A,68.2727272727273,65.875,-1.0,-1.0,100.0,45.0,79.0,79.0,64.72516179702579,60.56464239932961,-1.0,-1.0,100.0,43.8775510204082,83.5820895522388,74.64788732394359
200795,0,10,1,0,0,0,1010_ITS_DIS_XX,11,0.9090909090909091,D,76.4545454545455,-1.0,80.4,37.0,-1.0,-1.0,-1.0,77.0,74.8484047152193,-1.0,80.0161720160095,23.1707317073171,-1.0,-1.0,-1.0,80.0
200797,0,0,0,11,0,0,1010_TSI_HAP_XX,11,1.0,H,76.8181818181818,-1.0,-1.0,-1.0,76.8181818181818,-1.0,-1.0,83.0,74.1397795283362,-1.0,-1.0,-1.0,74.1397795283362,-1.0,-1.0,82.2916666666667
200798,1,1,0,1,8,0,1010_TSI_SAD_XX,11,0.7272727272727271,N,58.1818181818182,13.0,31.0,-1.0,17.0,72.375,-1.0,56.0,47.5149227418717,7.9545454545454595,24.1758241758242,-1.0,8.98876404494382,60.1931270606594,-1.0,43.010752688172
200799,5,4,0,1,1,0,1010_TSI_ANG_XX,11,0.45454545454545503,A,70.2727272727273,66.2,69.75,-1.0,68.0,95.0,-1.0,75.0,65.3723929880956,57.007055099024896,69.1210041404006,-1.0,63.5294117647059,94.0476190476191,-1.0,75.7894736842105
200800,0,3,6,0,2,0,1010_TSI_FEA_XX,11,0.545454545454545,F,65.7272727272727,-1.0,84.6666666666667,62.3333333333333,-1.0,47.5,-1.0,65.0,60.9992597860328,-1.0,71.0368875144597,59.3197769417845,-1.0,50.9812667261374,-1.0,57.894736842105296
200802,0,0,0,1,10,0,1010_WSI_NEU_XX,11,0.9090909090909091,N,64.0909090909091,-1.0,-1.0,-1.0,43.0,66.2,-1.0,75.0,62.4190036691858,-1.0,-1.0,-1.0,36.363636363636395,65.0245403997408,-1.0,69.5121951219512
200803,0,0,0,10,1,0,1010_WSI_HAP_XX,11,0.9090909090909091,H,84.7272727272727,-1.0,-1.0,-1.0,83.4,98.0,-1.0,89.0,79.2871870096505,-1.0,-1.0,-1.0,77.4628192908625,97.5308641975309,-1.0,90.4761904761905
200813,0,0,1,0,4,6,1011_IEO_SAD_MD,11,0.545454545454545,S,60.363636363636395,-1.0,-1.0,33.0,-1.0,85.25,48.3333333333333,53.0,55.341073912530604,-1.0,-1.0,28.7234042553191,-1.0,81.6220585943587,42.2566957341804,53.4246575342466
200847,0,11,0,0,0,0,1011_TAI_DIS_XX,11,1.0,D,70.1818181818182,-1.0,70.1818181818182,-1.0,-1.0,-1.0,-1.0,74.0,67.28225811960179,-1.0,67.28225811960179,-1.0,-1.0,-1.0,-1.0,68.9655172413793
200885,0,0,0,10,1,0,1011_WSI_HAP_XX,11,0.9090909090909091,H,67.6363636363636,-1.0,-1.0,-1.0,69.9,45.0,-1.0,77.0,68.9465519727666,-1.0,-1.0,-1.0,68.9057232990755,69.3548387096774,-1.0,69.3548387096774
200886,0,0,1,0,6,4,1011_WSI_SAD_XX,11,0.545454545454545,N,71.1818181818182,-1.0,-1.0,72.0,-1.0,76.5,63.0,71.0,67.6803936324963,-1.0,-1.0,66.26506024096389,-1.0,75.9861973469568,55.575521408688495,70.1030927835051
200902,3,1,7,0,0,0,1012_IEO_FEA_HI,11,0.6363636363636359,F,55.0909090909091,45.6666666666667,59.0,58.571428571428605,-1.0,-1.0,-1.0,54.0,50.31341790977329,42.986603624901505,68.2926829268293,50.88501474371039,-1.0,-1.0,-1.0,53.5353535353535
200912,0,0,0,1,10,0,1012_IOM_NEU_XX,11,0.9090909090909091,N,57.454545454545496,-1.0,-1.0,-1.0,37.0,59.5,-1.0,50.0,56.906782146466504,-1.0,-1.0,-1.0,40.0,58.5974603611131,-1.0,52.8571428571429
200915,3,1,2,4,1,0,1012_IOM_ANG_XX,11,0.36363636363636404,H,58.545454545454504,72.0,49.0,65.5,47.25,59.0,-1.0,52.0,50.5644727763299,70.0569259962049,46.2365591397849,61.119047619047606,32.8777841485467,46.0526315789474,-1.0,46.0526315789474
200929,0,10,1,0,0,0,1012_TAI_DIS_XX,11,0.9090909090909091,D,65.9090909090909,-1.0,69.0,35.0,-1.0,-1.0,-1.0,73.0,65.1806405809017,-1.0,68.5905965308837,31.0810810810811,-1.0,-1.0,-1.0,77.7777777777778
200930,1,0,0,1,8,1,1012_MTI_NEU_XX,11,0.7272727272727271,N,66.2727272727273,79.0,-1.0,-1.0,50.0,62.875,97.0,62.0,62.3992543190816,68.65671641791039,-1.0,-1.0,46.987951807228896,59.26952752423121,96.5909090909091,56.097560975609795
200936,0,0,0,3,8,0,1012_IWL_NEU_XX,11,0.7272727272727271,N,56.8181818181818,-1.0,-1.0,-1.0,32.3333333333333,66.0,-1.0,57.0,52.4870515104346,-1.0,-1.0,-1.0,23.213222034548302,63.464737563892,-1.0,51.685393258427
200940,0,1,10,0,0,0,1012_IWL_FEA_XX,11,0.9090909090909091,F,65.4545454545455,-1.0,70.0,65.0,-1.0,-1.0,-1.0,68.0,64.673014168333,-1.0,69.56521739130429,64.1837938460359,-1.0,-1.0,-1.0,66.17647058823529
200941,0,9,0,0,2,0,1012_IWL_DIS_XX,11,0.818181818181818,D,49.8181818181818,-1.0,50.77777777777779,-1.0,-1.0,45.5,-1.0,54.0,46.8664610500476,-1.0,48.0505904416407,-1.0,-1.0,41.537878787878796,-1.0,52.7027027027027
200953,0,10,0,0,1,0,1012_DFA_DIS_XX,11,0.9090909090909091,D,53.0909090909091,-1.0,55.8,-1.0,-1.0,26.0,-1.0,49.0,50.2560185149691,-1.0,53.1937082785539,-1.0,-1.0,20.879120879120897,-1.0,46.15384615384621
200997,11,0,0,0,0,0,1013_IOM_ANG_XX,11,1.0,A,71.5454545454545,71.5454545454545,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,68.7269037073843,68.7269037073843,-1.0,-1.0,-1.0,-1.0,-1.0,68.08510638297871
201009,9,1,0,0,1,0,1013_TAI_ANG_XX,11,0.818181818181818,A,73.5454545454545,72.1111111111111,98.0,-1.0,-1.0,62.0,-1.0,73.0,68.15897108762671,65.7234314530614,97.67441860465121,-1.0,-1.0,60.5633802816901,-1.0,64.1509433962264
201012,0,0,1,0,8,2,1013_MTI_NEU_XX,11,0.7272727272727271,N,60.363636363636395,-1.0,-1.0,34.0,-1.0,60.625,72.5,61.0,55.09603821543139,-1.0,-1.0,28.888888888888896,-1.0,55.059027519835,68.3476556610885,57.954545454545496
201025,0,0,0,11,0,0,1013_ITH_HAP_XX,11,1.0,H,82.9090909090909,-1.0,-1.0,-1.0,82.9090909090909,-1.0,-1.0,85.0,81.8063228500711,-1.0,-1.0,-1.0,81.8063228500711,-1.0,-1.0,85.2941176470588
201027,10,0,0,0,1,0,1013_ITH_ANG_XX,11,0.9090909090909091,A,76.6363636363636,79.4,-1.0,-1.0,-1.0,49.0,-1.0,79.0,79.4791562356109,82.20968055482409,-1.0,-1.0,-1.0,52.1739130434783,-1.0,80.72289156626509
201028,0,0,7,0,3,1,1013_ITH_FEA_XX,11,0.6363636363636359,F,60.545454545454504,-1.0,-1.0,50.71428571428571,-1.0,77.0,80.0,66.0,56.5088553293666,-1.0,-1.0,45.4390721345315,-1.0,77.5187205819427,70.9677419354839,63.75
201031,0,0,0,10,1,0,1013_DFA_HAP_XX,11,0.9090909090909091,H,80.0,-1.0,-1.0,-1.0,78.3,97.0,-1.0,86.0,78.2675747848128,-1.0,-1.0,-1.0,76.45147512043691,96.42857142857142,-1.0,87.9120879120879
201033,11,0,0,0,0,0,1013_DFA_ANG_XX,11,1.0,A,76.0909090909091,76.0909090909091,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,76.8320908621349,76.8320908621349,-1.0,-1.0,-1.0,-1.0,-1.0,76.5432098765432
201035,1,9,1,0,0,0,1013_DFA_DIS_XX,11,0.818181818181818,D,56.0909090909091,59.0,53.1111111111111,80.0,-1.0,-1.0,-1.0,56.0,48.3229331764715,54.4444444444444,48.4368166565007,41.1764705882353,-1.0,-1.0,-1.0,50.0
201036,0,2,0,0,9,0,1013_ITS_NEU_XX,11,0.818181818181818,N,64.4545454545455,-1.0,33.0,-1.0,-1.0,71.44444444444441,-1.0,60.0,60.5438256404387,-1.0,12.5384615384615,-1.0,-1.0,71.211684329767,-1.0,63.440860215053796
201037,0,0,0,11,0,0,1013_ITS_HAP_XX,11,1.0,H,79.5454545454545,-1.0,-1.0,-1.0,79.5454545454545,-1.0,-1.0,86.0,79.31172345717991,-1.0,-1.0,-1.0,79.31172345717991,-1.0,-1.0,85.5072463768116
201039,10,1,0,0,0,0,1013_ITS_ANG_XX,11,0.9090909090909091,A,71.1818181818182,72.6,57.0,-1.0,-1.0,-1.0,-1.0,74.0,65.84856743255689,67.0885965896057,53.448275862068996,-1.0,-1.0,-1.0,-1.0,67.9012345679012
201041,0,9,0,0,1,1,1013_ITS_DIS_XX,11,0.818181818181818,D,71.8181818181818,-1.0,76.3333333333333,-1.0,-1.0,59.0,44.0,81.0,67.9900563857232,-1.0,74.3746779693819,-1.0,-1.0,40.740740740740705,37.77777777777779,67.7966101694915
201042,0,2,1,0,6,2,1013_TSI_NEU_XX,11,0.545454545454545,N,68.7272727272727,-1.0,36.0,74.0,-1.0,85.8333333333333,47.5,74.0,59.573231138093206,-1.0,13.5135135135135,66.6666666666667,-1.0,79.57575757575759,42.0786516853933,66.6666666666667
201043,0,0,0,9,2,0,1013_TSI_HAP_XX,11,0.818181818181818,H,70.0909090909091,-1.0,-1.0,-1.0,71.7777777777778,62.5,-1.0,71.0,67.12739308389729,-1.0,-1.0,-1.0,69.1856652049132,57.8651685393258,-1.0,67.0886075949367
201044,0,5,1,0,0,5,1013_TSI_SAD_XX,11,0.45454545454545503,D:S,59.7272727272727,-1.0,56.4,60.0,-1.0,-1.0,63.0,60.0,54.338421016009505,-1.0,50.859517609616205,56.0439560439561,-1.0,-1.0,57.4762174168133,56.0439560439561
201045,10,1,0,0,0,0,1013_TSI_ANG_XX,11,0.9090909090909091,A,63.363636363636395,64.1,56.0,-1.0,-1.0,-1.0,-1.0,56.0,61.9021863612155,63.80669071162271,42.8571428571429,-1.0,-1.0,-1.0,-1.0,52.542372881355895
201046,0,0,10,0,0,1,1013_TSI_FEA_XX,11,0.9090909090909091,F,64.5454545454545,-1.0,-1.0,65.1,-1.0,-1.0,59.0,62.0,60.1626542113727,-1.0,-1.0,61.1139845675749,-1.0,-1.0,50.6493506493507,60.0
201047,0,9,1,0,1,0,1013_TSI_DIS_XX,11,0.818181818181818,D,68.0909090909091,-1.0,70.6666666666667,58.0,-1.0,55.0,-1.0,68.0,61.077191019517706,-1.0,66.0522647080624,26.8292682926829,-1.0,50.5494505494506,-1.0,66.2921348314607
201048,2,1,0,0,7,1,1013_WSI_NEU_XX,11,0.6363636363636359,N,60.0909090909091,32.5,40.0,-1.0,-1.0,72.0,52.0,52.0,49.8367855358175,21.1578947368421,30.588235294117602,-1.0,-1.0,61.067789881381294,47.8260869565217,39.759036144578296
201051,11,0,0,0,0,0,1013_WSI_ANG_XX,11,1.0,A,77.3636363636364,77.3636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,78.5569797342698,78.5569797342698,-1.0,-1.0,-1.0,-1.0,-1.0,77.9661016949153
201052,0,0,4,0,4,3,1013_WSI_FEA_XX,11,0.36363636363636404,F:N,64.0909090909091,-1.0,-1.0,43.0,-1.0,74.5,78.3333333333333,67.0,49.7449648184343,-1.0,-1.0,32.764379733141,-1.0,60.769580252860095,57.686257686257704,58.22784810126579
201054,0,0,0,0,10,1,1014_IEO_NEU_XX,11,0.9090909090909091,N,78.3636363636364,-1.0,-1.0,-1.0,-1.0,79.9,63.0,80.0,72.2881319370907,-1.0,-1.0,-1.0,-1.0,73.15330876716341,63.636363636363605,67.5
